State,District,Basin,Sub_Basin,Station_Name,Station_Type,Date,Month,Year,Agency_name,Latitude,Longitude,_24d,_as,_do,aldrin,alk_phen,alk_tot,b,barium,bhc,bod,bod3_27,ca,carbon_14,cd,chlf_a,cl,cn,co3,cocci,cod,cr,cu,data_gov_update_date,ddt,dieldrin,do_sat_,ec_fld,ec_gen,endos,f,fcol_mpn,fe,har_ca,har_mg,har_total,hco3,hg,k,mg,na,na_,nh3_n,ni,no2_n,no2_no3,no3_n,o_po4_p,org_n,p_tot,pah,pb,ph_fld,ph_gen,rsc,sar,secchi,sio2,sio3,so4,ss,tcol_mpn,tds,temp,toc,ts,turb,zn,_401,ag,al,colour_cod,d_o,d_o_,mn,odour_code,oxygen_18,pcb,ph,phenols,radon,se,strontium,tritium,uranium,no2__n,caco3,mgcaco3
Andhra Pradesh,WEST GODAVARI,Godavari,-,Anantapalli,Surface Water,2012-03-22 12:34:00,03,2012,Andhra Pradesh SW,16.9830555556,81.3663888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,Godavari,-,Anantapalli,Surface Water,2007-04-01 10:26:00,04,2007,Andhra Pradesh SW,16.9830555556,81.3663888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,Godavari,-,Anantapalli,Surface Water,2007-06-25 11:42:00,06,2007,Andhra Pradesh SW,16.9830555556,81.3663888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,Godavari,-,Anantapalli,Surface Water,2007-09-06 15:56:00,09,2007,Andhra Pradesh SW,16.9830555556,81.3663888889,NA,NA,6.1999998093,NA,0,60,NA,NA,NA,NA,1.7999999523,9.6000003815,NA,NA,NA,13.8599996567,NA,0,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,153,NA,0.5199999809,NA,NA,NA,NA,40,73.1999969482,NA,2.2999999523,3.8900001049,15.6999998093,44.2900009155,NA,NA,0,0,NA,NA,NA,NA,NA,NA,7.8899998665,NA,0.6600000262,1.0700000525,NA,NA,NA,26.2000007629,NA,NA,72,28,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,Godavari,-,Anantapalli,Surface Water,2006-05-07 10:47:00,05,2006,Andhra Pradesh SW,16.9830555556,81.3663888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,Godavari,-,Anantapalli,Surface Water,2007-01-01 14:55:00,01,2007,Andhra Pradesh SW,16.9830555556,81.3663888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,Godavari,-,Anantapalli,Surface Water,2008-08-12 14:40:00,08,2008,Andhra Pradesh SW,16.9830555556,81.3663888889,NA,NA,6.3000001907,NA,0,134.1999969482,NA,NA,NA,NA,3.2000000477,32,NA,NA,NA,25.7399997711,NA,0,NA,NA,NA,NA,2025-08-27,NA,NA,6.3000001907,NA,295,NA,0.2099999934,NA,NA,32,2.9000000954,92,134.1999969482,NA,6,2.9000000954,23,33.4000015259,NA,NA,0.1899999976,2.7999999523,2.6099998951,NA,NA,NA,NA,NA,7.8600001335,7.8600001335,0.8399999738,1.0399999619,NA,NA,NA,0,NA,NA,142,29,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,Godavari,-,Anantapalli,Surface Water,2009-06-07 12:04:00,06,2009,Andhra Pradesh SW,16.9830555556,81.3663888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,Godavari,-,Anantapalli,Surface Water,2009-08-28 15:03:00,08,2009,Andhra Pradesh SW,16.9830555556,81.3663888889,NA,NA,6,NA,0,128.3999938965,NA,NA,NA,NA,2.7999999523,34,NA,NA,NA,26.3999996185,NA,0,NA,NA,NA,NA,2025-08-27,NA,NA,6,NA,295,NA,0.2300000042,NA,NA,34,3.0999999046,62,128.3999938965,NA,6.1999998093,3.0999999046,24,33.0499992371,NA,NA,0.1800000072,2.8800001144,2.7000000477,NA,NA,NA,NA,NA,7.9099998474,7.9099998474,0.6100000143,1.0599999428,NA,NA,NA,0,NA,NA,142,30,NA,NA,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,Godavari,-,Anantapalli,Surface Water,2018-07-17 15:03:00,07,2018,Andhra Pradesh SW,16.9830555556,81.3663888889,NA,NA,5.3000001907,NA,0,110,NA,NA,NA,NA,NA,23,NA,NA,NA,20,NA,0,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,310,NA,NA,NA,NA,NA,NA,100,110,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6799998283,-0.2300000042,NA,NA,NA,NA,NA,NA,NA,198,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,Godavari,-,Anantapalli,Surface Water,2018-05-15 14:53:00,05,2018,Andhra Pradesh SW,16.9830555556,81.3663888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,NA,NA,COLLING WATER BLOWDOWNS FROM ANDHRA SUGARS LTD TANUKU BEFORE JOINING RIVER GODAVARI,Surface Water,2020-11-10 08:30:00,11,2020,CPCB,16.730168,81.677227,NA,NA,2.5,NA,NA,NA,0.0199999996,NA,NA,NA,3.7999999523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,288,NA,0.1899999976,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0500000007,NA,NA,NA,0.5500000119,NA,NA,NA,NA,NA,NA,7.6999998093,NA,0.6499999762,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,1.0599999428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,NA,NA,ELERU CANAL NEAR PHARMA CITY,Surface Water,2020-11-11 08:30:00,11,2020,CPCB,16.720398,81.108729,NA,NA,6.5,NA,NA,NA,0.0599999987,NA,NA,NA,1.6000000238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,312,NA,1.0800000429,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0399999991,NA,NA,NA,0.8399999738,NA,NA,NA,NA,NA,NA,7.8000001907,NA,0.5699999928,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,59.2000007629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,NA,NA,GOSTANI RIVER SAMPLE AFTER CONFLUENCE WITH M/S DELTA PAPEER MILL EFFLUENTS BENDRA PALAKODERU (M) BU,Surface Water,2020-11-09 08:30:00,11,2020,CPCB,16.580812,81.572122,NA,NA,6.8000001907,NA,NA,NA,0.0599999987,NA,NA,NA,2.5999999046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,784,NA,0.2700000107,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0399999991,NA,NA,NA,1.7300000191,NA,NA,NA,NA,NA,NA,7.1999998093,NA,1.75,NA,NA,NA,NA,NA,240,NA,NA,NA,NA,33.2000007629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,NA,NA,GOSTTA NADI- VELPURU CANAL AT HANUMAN TEMPLE DOWNSTREAM OF TANUKU TOWN ATTILI (M),Surface Water,2020-11-10 08:30:00,11,2020,CPCB,16.709955,81.547483,NA,NA,6.5,NA,NA,NA,0.0099999998,NA,NA,NA,1.7000000477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,342,NA,1.1299999952,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0700000003,NA,NA,NA,0.6600000262,NA,NA,NA,NA,NA,NA,7.6999998093,NA,0.7799999714,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,3.2300000191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,Godavari,-,Anantapalli,Surface Water,2020-10-24 12:06:00,10,2020,Andhra Pradesh SW,16.9830555556,81.3663888889,NA,NA,4.5999999046,NA,0,180,NA,NA,NA,NA,NA,32,NA,NA,NA,20,NA,0,NA,NA,NA,NA,2025-08-27,NA,NA,NA,210,210,NA,NA,NA,NA,32,12,130,180,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8000001907,7.8000001907,1.0099999905,NA,NA,NA,NA,NA,NA,NA,134,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,NA,NA,COLLING WATER BLOWDOWNS FROM ANDHRA SUGARS LTD TANUKU BEFORE JOINING RIVER GODAVARI,Surface Water,2020-10-08 08:30:00,10,2020,CPCB,16.730168,81.677227,NA,0.0020000001,5.1999998093,NA,NA,NA,0.0299999993,NA,NA,NA,2.4000000954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,340,NA,0.5099999905,4,0.0350000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0199999996,NA,NA,NA,1.3799999952,NA,NA,NA,NA,0.001,NA,7.5999999046,NA,0.7900000215,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,12.8999996185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,NA,NA,KOLLERU LAKE KOKKIRAYALANKA (V) KAILALUR (M),Surface Water,2020-10-08 08:30:00,10,2020,CPCB,16.654513,81.218715,NA,0.0089999996,3.5999999046,NA,NA,NA,0.1099999994,NA,NA,NA,2.5999999046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,675,NA,0.7699999809,21,0.0329999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1199999973,NA,NA,NA,1.5099999905,NA,NA,NA,NA,0.001,NA,7.3000001907,NA,2.9200000763,NA,NA,NA,NA,NA,240,NA,NA,NA,NA,14.6000003815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,NA,NA,KRISHNA CANAL AT HANUMAN NAGAR NEAR SAIBABA TEMPLE ELIRU,Surface Water,2020-10-07 08:30:00,10,2020,CPCB,16.752674,81.02373,NA,0.0040000002,4,NA,NA,NA,0.0900000036,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,442,NA,0.7300000191,23,0.0469999984,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.150000006,NA,NA,NA,1.4299999475,NA,NA,NA,NA,0.001,NA,8.3000001907,NA,1.6900000572,NA,NA,NA,NA,NA,460,NA,NA,NA,NA,17.1399993896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,Godavari,-,Anantapalli,Surface Water,2020-09-21 15:05:00,09,2020,Andhra Pradesh SW,16.9830555556,81.3663888889,NA,NA,4.5999999046,NA,0,180,NA,NA,NA,NA,NA,32,NA,NA,NA,20,NA,0,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,210,NA,NA,NA,NA,NA,NA,130,180,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8200001717,1.0099999905,NA,NA,NA,NA,NA,NA,NA,134,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,NA,NA,GODAVARI AT RAJAHMUNDRY U/S KUMARADEVAM EAST GODAVARI,Surface Water,2020-09-14 08:30:00,09,2020,CPCB,17.069466,81.711134,NA,NA,7.3000001907,NA,NA,NA,0.0099999998,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,232,NA,0.2700000107,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0399999991,NA,NA,NA,2.1400001049,NA,NA,NA,NA,NA,NA,7.0999999046,NA,0.4199999869,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,Godavari,-,Anantapalli,Surface Water,2020-04-24 16:32:00,04,2020,Andhra Pradesh SW,16.9830555556,81.3663888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,NA,NA,GOSTANI RIVER SAMPLE AFTER CONFLUENCE WITH M/S DELTA PAPEER MILL EFFLUENTS BENDRA PALAKODERU (M) BU,Surface Water,2020-04-10 08:30:00,04,2020,CPCB,16.580812,81.572122,NA,0.0040000002,NA,NA,NA,NA,0.1099999994,NA,NA,NA,10.3999996185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,2549,NA,0.0199999996,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.150000006,NA,NA,NA,0.9200000167,NA,NA,NA,NA,NA,NA,7.1999998093,NA,5.5599999428,NA,NA,NA,NA,NA,240,NA,NA,NA,NA,8.1199998856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,NA,NA,KOLLERU LAKE KOKKIRAYALANKA (V) KAILALUR (M),Surface Water,2020-02-14 08:30:00,02,2020,CPCB,16.654513,81.218715,NA,NA,4.5,NA,NA,NA,0.0900000036,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,4548,NA,0.9700000286,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1400000006,NA,NA,NA,8.6000003815,NA,NA,NA,NA,NA,NA,7.4000000954,NA,10.5600004196,NA,NA,NA,NA,NA,1100,NA,NA,NA,NA,12.3000001907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,NA,NA,ELERU CANAL NEAR PHARMA CITY,Surface Water,2019-12-04 08:30:00,12,2019,CPCB,16.720398,81.108729,NA,NA,7.5,NA,NA,NA,0.5,NA,NA,NA,1.2999999523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,1.0599999428,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,NA,NA,GODAVARI AT RAJAHMUNDRY U/S KUMARADEVAM EAST GODAVARI,Surface Water,2019-12-06 08:30:00,12,2019,CPCB,17.069466,81.711134,NA,NA,8.1000003815,NA,NA,NA,NA,NA,NA,NA,1.3999999762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3000001907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,Godavari,-,Anantapalli,Surface Water,2020-01-07 10:25:00,01,2020,Andhra Pradesh SW,16.9830555556,81.3663888889,NA,NA,5,NA,30,50,NA,NA,NA,NA,NA,24,NA,NA,NA,30,NA,30,NA,NA,NA,NA,2025-08-27,NA,NA,NA,430,NA,NA,NA,NA,NA,NA,NA,120,275,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5900001526,-0.75,NA,NA,NA,NA,NA,NA,NA,5,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,NA,NA,GODAVARI AT RAJAHMUNDRY U/S KUMARADEVAM EAST GODAVARI,Surface Water,2020-01-17 08:30:00,01,2020,CPCB,17.069466,81.711134,NA,NA,6.3000001907,NA,NA,NA,0.0099999998,NA,NA,NA,1.2999999523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,277,NA,0.2099999934,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0399999991,NA,NA,NA,0.1899999976,NA,NA,NA,NA,NA,NA,8.1999998093,NA,0.3300000131,NA,NA,NA,NA,NA,150,NA,NA,NA,13,6.4299998283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,NA,NA,GODAVARI AT RAJAHMUNDRY U/S KUMARADEVAM EAST GODAVARI,Surface Water,2019-11-14 08:30:00,11,2019,CPCB,17.069466,81.711134,NA,NA,7.5,NA,NA,NA,NA,NA,NA,NA,2.0999999046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8000001907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,NA,NA,KOLLERU LAKE KOKKIRAYALANKA (V) KAILALUR (M),Surface Water,2019-11-14 08:30:00,11,2019,CPCB,16.654513,81.218715,NA,NA,7.5,NA,NA,NA,0.5,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,1461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8000001907,NA,4.1900000572,NA,NA,NA,NA,NA,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,NA,NA,KRISHNA CANAL AT HANUMAN NAGAR NEAR SAIBABA TEMPLE ELIRU,Surface Water,2019-11-14 08:30:00,11,2019,CPCB,16.752674,81.02373,NA,NA,6.5,NA,NA,NA,0.5,NA,NA,NA,2.0999999046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8000001907,NA,0.9399999976,NA,NA,NA,NA,NA,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,NA,NA,GODAVARI AT RAJAHMUNDRY U/S KUMARADEVAM EAST GODAVARI,Surface Water,2020-05-14 08:30:00,05,2020,CPCB,17.069466,81.711134,NA,NA,7.5,NA,NA,NA,0.0099999998,NA,NA,NA,1.1000000238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,180,NA,0.0900000036,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0199999996,NA,NA,NA,0.2599999905,NA,NA,NA,NA,NA,NA,7.6999998093,NA,0.2399999946,NA,NA,NA,NA,NA,63,NA,NA,NA,NA,2.0499999523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,NA,NA,KOLLERU LAKE KOKKIRAYALANKA (V) KAILALUR (M),Surface Water,2020-05-14 08:30:00,05,2020,CPCB,16.654513,81.218715,NA,NA,4.1999998093,NA,NA,NA,0.0500000007,NA,NA,NA,3.7999999523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,13150,NA,0.8100000024,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1000000015,NA,NA,NA,3.1199998856,NA,NA,NA,NA,NA,NA,8.3999996185,NA,21.1299991608,NA,NA,NA,NA,NA,240,NA,NA,NA,NA,2.7599999905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,Godavari,-,Anantapalli,Surface Water,2020-03-10 08:20:00,03,2020,Andhra Pradesh SW,16.9830555556,81.3663888889,NA,NA,4.6999998093,NA,20,60,NA,NA,NA,NA,NA,22,NA,NA,NA,20,NA,20,NA,NA,NA,NA,2025-08-27,NA,NA,NA,515,NA,NA,NA,NA,NA,NA,NA,110,60,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3900003433,-0.4199999869,NA,NA,NA,NA,NA,NA,NA,329,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,NA,NA,GOSTANI RIVER SAMPLE AFTER CONFLUENCE WITH M/S DELTA PAPEER MILL EFFLUENTS BENDRA PALAKODERU (M) BU,Surface Water,2020-03-10 08:30:00,03,2020,CPCB,16.580812,81.572122,NA,NA,NA,NA,NA,NA,0.0900000036,NA,NA,NA,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,3052,NA,0.1299999952,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1800000072,NA,NA,NA,2.4900000095,NA,NA,NA,NA,NA,NA,7.4000000954,NA,6.1700000763,NA,NA,NA,NA,NA,240,NA,NA,NA,NA,4.5799999237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
