State,District,Basin,Sub_Basin,Station_Name,Station_Type,Date,Month,Year,Agency_name,Latitude,Longitude,_24d,_as,_do,aldrin,alk_phen,alk_tot,b,barium,bhc,bod,bod3_27,ca,carbon_14,cd,chlf_a,cl,cn,co3,cocci,cod,cr,cu,data_gov_update_date,ddt,dieldrin,do_sat_,ec_fld,ec_gen,endos,f,fcol_mpn,fe,har_ca,har_mg,har_total,hco3,hg,k,mg,na,na_,nh3_n,ni,no2_n,no2_no3,no3_n,o_po4_p,org_n,p_tot,pah,pb,ph_fld,ph_gen,rsc,sar,secchi,sio2,sio3,so4,ss,tcol_mpn,tds,temp,toc,ts,turb,zn,_401,ag,al,colour_cod,d_o,d_o_,mn,odour_code,oxygen_18,pcb,ph,phenols,radon,se,strontium,tritium,uranium,no2__n,caco3,mgcaco3
Andhra Pradesh,WEST GODAVARI,NA,NA,GODAVARI AT RAJAHMUNDRY U/S KUMARADEVAM EAST GODAVARI,Surface Water,2021-09-13 08:30:00,09,2021,CPCB,17.069466,81.711134,NA,NA,6.5999999046,NA,NA,NA,NA,NA,NA,NA,1.6000000238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5700001717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,NA,NA,GOSTTA NADI- VELPURU CANAL AT HANUMAN TEMPLE DOWNSTREAM OF TANUKU TOWN ATTILI (M),Surface Water,2021-09-12 08:30:00,09,2021,CPCB,16.709955,81.547483,NA,NA,5.4000000954,NA,NA,NA,NA,NA,NA,NA,2.5999999046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.400000006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6900000572,NA,0.9200000167,NA,NA,NA,NA,NA,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,Godavari,-,Anantapalli,Surface Water,2021-10-24 12:42:00,10,2021,Andhra Pradesh SW,16.9830555556,81.3663888889,NA,NA,4.5,NA,0,210,NA,NA,NA,NA,NA,20,NA,NA,NA,20,NA,0,NA,NA,NA,NA,2025-08-27,NA,NA,NA,421,421,NA,NA,NA,NA,40,19,150,210,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9000000954,7.9000000954,1.0199999809,NA,NA,NA,NA,NA,NA,NA,269,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,NA,NA,RIVER VASISHTA (GODAVARI) DOWNSTREAM OF NARASAPURAM TOWN AFTER CONFLUENCE OF TOWN SEWAGE,Surface Water,2021-10-08 08:30:00,10,2021,CPCB,16.40845,81.699692,NA,NA,5.9000000954,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3699998856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,Godavari,-,Anantapalli,Surface Water,2021-06-24 12:33:00,06,2021,Andhra Pradesh SW,16.9830555556,81.3663888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,NA,NA,"YERRAKALUVA RESERVOIR, KONGUVARIGUDEM (V), JANGAREDDYGUDEM (M)",Surface Water,2021-06-12 08:30:00,06,2021,CPCB,17.099917,81.222639,NA,NA,8.1999998093,NA,NA,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.400000006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5900001526,NA,0.4099999964,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,NA,NA,ELERU CANAL NEAR PHARMA CITY,Surface Water,2021-08-06 08:30:00,08,2021,CPCB,16.720398,81.108729,NA,NA,6.5,NA,NA,NA,NA,NA,NA,NA,1.6000000238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.400000006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1199998856,NA,0.6299999952,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,NA,NA,GODAVARI AT RAJAHMUNDRY U/S KUMARADEVAM EAST GODAVARI,Surface Water,2021-08-14 08:30:00,08,2021,CPCB,17.069466,81.711134,NA,NA,7.5,NA,NA,NA,NA,NA,NA,NA,1.6000000238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,NA,NA,GODAVARI AT RAJAHMUNDRY U/S KUMARADEVAM EAST GODAVARI,Surface Water,2021-11-16 08:30:00,11,2021,CPCB,17.069466,81.711134,NA,NA,7.0999999046,NA,NA,NA,NA,NA,NA,NA,1.7999999523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6500000954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,NA,NA,"YERRAKALUVA RESERVOIR, KONGUVARIGUDEM (V), JANGAREDDYGUDEM (M)",Surface Water,2021-11-16 08:30:00,11,2021,CPCB,17.099917,81.222639,NA,NA,6.5999999046,NA,NA,NA,NA,NA,NA,NA,2.7999999523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,1175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.400000006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4899997711,NA,4.0300002098,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,NA,NA,RIVER VASISHTA (GODAVARI) DOWNSTREAM OF NARASAPURAM TOWN AFTER CONFLUENCE OF TOWN SEWAGE,Surface Water,2021-12-08 08:30:00,12,2021,CPCB,16.40845,81.699692,NA,NA,5.5,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8299999237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,Godavari,-,Anantapalli,Surface Water,2023-07-12 11:20:00,07,2023,Andhra Pradesh SW,16.9830555556,81.3663888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,Godavari,-,Anantapalli,Surface Water,2022-02-03 12:15:00,02,2022,Andhra Pradesh SW,16.9830555556,81.3663888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,Godavari,-,Anantapalli,Surface Water,2024-07-17 12:13:00,07,2024,Andhra Pradesh SW,16.9830555556,81.3663888889,NA,NA,5.0999999046,NA,0,110,NA,NA,NA,NA,1.7999999523,48,NA,NA,NA,20,NA,0,NA,NA,NA,NA,2025-08-27,NA,NA,5.0999999046,NA,210,NA,NA,NA,NA,48,29,240,110,NA,2.0999999046,29,26,18.9099998474,NA,NA,NA,0.7099999785,0.7099999785,NA,NA,NA,NA,NA,7.9000000954,7.9099998474,-2.5899999142,0.5199999809,NA,NA,NA,26,NA,NA,134,26.3999996185,NA,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,Godavari,-,Anantapalli,Surface Water,2023-08-07 11:47:00,08,2023,Andhra Pradesh SW,16.9830555556,81.3663888889,NA,NA,4.5999999046,NA,20,130,NA,NA,NA,NA,0.200000003,32,NA,NA,NA,40,NA,20,NA,NA,NA,NA,2025-08-27,NA,NA,4.5999999046,NA,393,NA,NA,NA,NA,32,24,180,110,NA,4.5999999046,24,19.7999992371,NA,NA,NA,NA,0.200000003,0.200000003,NA,NA,NA,NA,NA,8.4600000381,8.4600000381,-1,11.220000267,NA,NA,NA,16,NA,NA,252,32.0999984741,NA,NA,22.2000007629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,Godavari,-,Anantapalli,Surface Water,2024-02-16 12:34:00,02,2024,Andhra Pradesh SW,16.9830555556,81.3663888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,Godavari,-,Anantapalli,Surface Water,2024-04-26 13:41:00,04,2024,Andhra Pradesh SW,16.9830555556,81.3663888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,Godavari,-,Anantapalli,Surface Water,2025-01-26 13:30:00,01,2025,Andhra Pradesh SW,16.9830555556,81.3663888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-09-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,Godavari,-,Anantapalli,Surface Water,2025-03-26 13:32:00,03,2025,Andhra Pradesh SW,16.9830555556,81.3663888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-09-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,Godavari,-,Anantapalli,Surface Water,2025-02-26,02,2025,Andhra Pradesh SW,16.9830555556,81.3663888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-09-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,Godavari,-,Anantapalli,Surface Water,2025-01-26,01,2025,Andhra Pradesh SW,16.9830555556,81.3663888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-09-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,Godavari,-,Anantapalli,Surface Water,2012-09-09 15:06:00,09,2012,Andhra Pradesh SW,16.9830555556,81.3663888889,NA,NA,NA,NA,0,122.4000015259,NA,NA,NA,NA,1.3999999762,22,NA,NA,NA,78.1999969482,NA,0,NA,NA,NA,NA,2025-08-27,NA,NA,6.1999998093,NA,370,NA,0.3799999952,NA,NA,22,9.6000003815,92,122.4000015259,NA,5.5999999046,9.6000003815,44.7999992371,NA,NA,NA,0.200000003,0.200000003,NA,NA,NA,NA,NA,NA,NA,7.6799998283,0.5500000119,NA,NA,NA,NA,NA,NA,NA,170,29,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,Godavari,-,Anantapalli,Surface Water,2013-02-04 12:21:00,02,2013,Andhra Pradesh SW,16.9830555556,81.3663888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,Godavari,-,Anantapalli,Surface Water,2013-05-30 11:22:00,05,2013,Andhra Pradesh SW,16.9830555556,81.3663888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,Godavari,-,Anantapalli,Surface Water,2013-06-30 11:23:00,06,2013,Andhra Pradesh SW,16.9830555556,81.3663888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,Godavari,-,Anantapalli,Surface Water,2013-11-13 12:16:00,11,2013,Andhra Pradesh SW,16.9830555556,81.3663888889,NA,NA,7,NA,0,12.6000003815,NA,NA,NA,NA,2.9000000954,20,NA,NA,NA,80.1999969482,NA,0,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,388,NA,0.4699999988,NA,NA,20,NA,NA,12.6000003815,NA,6.5,9.1000003815,40.2000007629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6300001144,-1.4900000095,NA,NA,NA,NA,NA,NA,NA,178,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,Godavari,-,Anantapalli,Surface Water,2014-03-21 15:57:00,03,2014,Andhra Pradesh SW,16.9830555556,81.3663888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,Godavari,-,Anantapalli,Surface Water,2006-01-07 14:34:00,01,2006,Andhra Pradesh SW,16.9830555556,81.3663888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,Godavari,-,Anantapalli,Surface Water,2006-02-25 13:52:00,02,2006,Andhra Pradesh SW,16.9830555556,81.3663888889,NA,NA,8,NA,14.3999996185,202,NA,NA,NA,NA,2.2000000477,32.7999992371,NA,NA,NA,59.4000015259,NA,14.3999996185,NA,NA,NA,NA,2025-08-27,NA,NA,8,NA,494,NA,0.4799999893,NA,NA,32.7999992371,15.1000003815,166,197.6000061035,NA,5.5999999046,15.1000003815,34.7999992371,30.4099998474,NA,NA,0.0299999993,0.5399999619,0.5099999905,NA,NA,NA,NA,NA,8.3299999237,8.3299999237,0.9200000167,1.1699999571,NA,NA,NA,0,NA,NA,235,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,Godavari,-,Anantapalli,Surface Water,2009-11-05 15:38:00,11,2009,Andhra Pradesh SW,16.9830555556,81.3663888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,Godavari,-,Anantapalli,Surface Water,2010-10-12 15:34:00,10,2010,Andhra Pradesh SW,16.9830555556,81.3663888889,NA,NA,7.1999998093,NA,0,103,NA,NA,NA,NA,3.0999999046,21,NA,NA,NA,80.0999984741,NA,0,NA,NA,NA,NA,2025-08-27,NA,NA,7.1999998093,NA,385,NA,0.5600000024,NA,NA,21,9.3000001907,94,123.4000015259,NA,5.4000000954,9.3000001907,39.4000015259,46.7299995422,NA,NA,0.1899999976,3.5900001526,3.4000000954,NA,NA,NA,NA,NA,7.5999999046,7.5999999046,0.6499999762,1.7999999523,NA,NA,NA,NA,NA,NA,174,29,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,Godavari,-,Anantapalli,Surface Water,2015-08-04 15:06:00,08,2015,Andhra Pradesh SW,16.9830555556,81.3663888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,Godavari,-,Anantapalli,Surface Water,2016-01-12 12:26:00,01,2016,Andhra Pradesh SW,16.9830555556,81.3663888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,Godavari,-,Anantapalli,Surface Water,2017-06-15 12:06:00,06,2017,Andhra Pradesh SW,16.9830555556,81.3663888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,Godavari,-,Anantapalli,Surface Water,2017-07-18 11:34:00,07,2017,Andhra Pradesh SW,16.9830555556,81.3663888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,NA,NA,GODAVARI AT RAJAHMUNDRY U/S KUMARADEVAM EAST GODAVARI,Surface Water,2018-01-19 08:30:00,01,2018,CPCB,17.069466,81.711134,NA,NA,6.1999998093,NA,NA,NA,NA,NA,NA,NA,1.2999999523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3499999046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,Godavari,-,Anantapalli,Surface Water,2012-02-04 14:42:00,02,2012,Andhra Pradesh SW,16.9830555556,81.3663888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
